Date,Opp,Tm_Score,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp_eFG%.1,Opp_TOV%,DRB%,Opp_FT/FGA
2022-11-20,SIU-Edwardsville,56,114.2,101.5,72.82,0.31500000000000006,0.3398,0.5833999999999999,50.14,47.46,8.819999999999999,6.0,0.5711999999999999,12.2,26.920000000000005,0.2062,0.5074,16.04,70.92,0.20299999999999999
2022-11-25,Mary Baldwin,112,116.52000000000001,99.94000000000001,71.0,0.32799999999999996,0.3664,0.6008,52.59999999999999,45.36,7.94,6.94,0.5826,13.680000000000001,27.7,0.22780000000000006,0.5065999999999999,16.78,75.52000000000001,0.2644
2022-11-28,San Diego,68,128.52,93.02,71.16,0.30260000000000004,0.39980000000000004,0.6658,58.379999999999995,48.22,8.78,7.959999999999999,0.6487999999999999,13.459999999999999,33.96,0.223,0.48200000000000004,18.64,78.0,0.2266
2022-12-03,Delaware State,75,122.92,96.38,69.17999999999999,0.2752,0.3962,0.6368,55.02,53.739999999999995,9.5,6.2,0.6192,13.620000000000001,32.379999999999995,0.201,0.4978000000000001,19.839999999999996,74.86,0.244
2022-12-10,Wichita State,63,119.22,94.17999999999999,68.78,0.33540000000000003,0.3614,0.6397999999999999,55.220000000000006,51.379999999999995,8.4,5.88,0.6178,15.080000000000002,30.7,0.24880000000000005,0.4882000000000001,19.98,75.17999999999999,0.2332
2022-12-13,St. Francis (NY),63,108.62,93.58000000000001,68.75999999999999,0.2742,0.376,0.5791999999999999,54.6,51.760000000000005,9.3,5.88,0.549,16.119999999999997,33.04,0.2096,0.4902,20.060000000000002,75.9,0.22719999999999999
2022-12-17,The Citadel,75,110.88,92.68000000000002,68.50000000000001,0.3056,0.3658,0.5988,55.720000000000006,58.08,10.18,5.359999999999999,0.5708,17.6,34.36,0.2264,0.48880000000000007,19.000000000000004,75.34,0.15639999999999998
2022-12-20,South Carolina State,104,101.96000000000001,97.08000000000001,67.5,0.3556,0.37420000000000003,0.543,52.339999999999996,57.239999999999995,9.16,6.1,0.5046,17.6,30.98,0.2652,0.5058,17.44,75.14,0.16019999999999998
2022-12-29,High Point,87,110.34,97.31999999999998,68.44000000000001,0.38439999999999996,0.3924,0.5634,55.56,53.6,9.86,7.5200000000000005,0.5206,16.82,36.959999999999994,0.2956,0.5122,18.139999999999997,76.2,0.1944
2022-12-31,Campbell,67,112.11999999999998,102.97999999999999,69.55999999999999,0.3766,0.38,0.5378000000000001,57.2,51.18,9.16,8.48,0.4864,15.039999999999997,40.94,0.2976,0.5398000000000001,16.419999999999998,77.7,0.2104
2023-01-04,Charleston Southern,79,113.9,91.88,69.17999999999999,0.41,0.3976,0.5536000000000001,59.120000000000005,52.52,11.62,11.819999999999999,0.4986,15.280000000000001,42.72,0.32439999999999997,0.4852,19.72,78.1,0.22800000000000004
2023-01-07,Winthrop,85,119.58,97.78000000000002,68.56,0.4102,0.4282,0.5656000000000001,60.02,53.48,11.42,9.940000000000001,0.5138,12.64,44.71999999999999,0.32399999999999995,0.518,19.56,77.92,0.238
2023-01-12,UNC Asheville,46,120.12,95.96000000000001,69.9,0.38560000000000005,0.373,0.5803999999999999,61.67999999999999,50.38,12.64,8.6,0.5324,13.860000000000003,47.239999999999995,0.30700000000000005,0.5204,21.74,76.93999999999998,0.2712
2023-01-14,USC Upstate,72,105.54,91.02000000000001,68.74000000000001,0.35259999999999997,0.3564,0.5324,59.92,46.2,11.08,9.84,0.4948,15.5,40.92,0.25739999999999996,0.5007999999999999,21.18,81.28,0.23959999999999998
2023-01-18,Gardner-Webb,64,101.38,88.79999999999998,68.73999999999998,0.4468,0.3574,0.5366,60.28000000000001,45.82000000000001,11.36,8.4,0.49640000000000006,17.68,38.4,0.3146,0.4875999999999999,22.42,83.6,0.2924
2023-01-21,Presbyterian,58,100.17999999999999,93.7,69.03999999999999,0.4128,0.31579999999999997,0.5372000000000001,58.44,41.58,9.799999999999999,5.0600000000000005,0.5018,18.5,34.62,0.2882,0.5321999999999999,21.82,83.84,0.2706
2023-01-26,Radford,59,95.9,90.25999999999999,67.64,0.42519999999999997,0.3002,0.5186,56.56,33.54,10.360000000000001,6.6,0.47800000000000004,18.54,31.879999999999995,0.2958,0.5189999999999999,21.54,83.1,0.256
2023-01-28,Charleston Southern,63,91.94000000000001,91.53999999999999,65.32,0.3744,0.3592,0.4918,54.879999999999995,38.68,7.640000000000001,6.02,0.4593999999999999,18.119999999999997,29.360000000000003,0.2484,0.49779999999999996,18.199999999999996,82.56,0.21739999999999998
2023-02-01,Winthrop,74,98.1,99.1,64.47999999999999,0.4478,0.41340000000000005,0.5202,51.38000000000001,41.839999999999996,8.32,4.96,0.4782,16.240000000000002,26.860000000000003,0.3092,0.5122,17.82,76.56,0.2696
2023-02-04,Campbell,74,100.52000000000001,104.08,63.260000000000005,0.3218,0.41720000000000007,0.5212000000000001,48.24,44.44,8.18,6.12,0.4946,14.26,25.119999999999997,0.21139999999999998,0.5426,17.54,73.85999999999999,0.2564
2023-02-08,Presbyterian,66,103.5,101.38,63.260000000000005,0.31459999999999994,0.43900000000000006,0.5398000000000001,49.160000000000004,49.5,7.6,7.340000000000001,0.5128,14.080000000000002,24.94,0.21139999999999998,0.5128,16.36,73.17999999999999,0.24860000000000002
2023-02-11,High Point,70,105.83999999999999,97.74,63.52,0.2694,0.471,0.5518,51.059999999999995,53.1,6.220000000000001,8.5,0.5372,13.52,23.66,0.1694,0.499,16.2,77.16,0.2182
