Date,Opp,Tm_Score,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp_eFG%.1,Opp_TOV%,DRB%,Opp_FT/FGA
2022-11-26,Bethune-Cookman,66,96.94,91.42,71.70000000000002,0.2848,0.48339999999999994,0.5254000000000001,46.04,52.24000000000001,12.76,8.84,0.4934,15.940000000000001,21.68,0.2092,0.46040000000000003,20.26,72.06,0.26979999999999993
2022-11-27,Central Arkansas,77,101.82000000000001,95.84,68.24,0.2502,0.49420000000000003,0.5388,49.10000000000001,56.08,9.440000000000001,8.3,0.5104,14.6,25.6,0.187,0.47759999999999997,17.080000000000002,74.78,0.2516
2022-11-29,Kansas City,75,97.16,102.9,67.84,0.24979999999999997,0.466,0.5186,47.739999999999995,52.739999999999995,8.98,4.92,0.4946,14.339999999999998,23.2,0.1738,0.5184,15.4,75.1,0.2048
2022-12-03,Southern Utah,59,103.53999999999999,102.64000000000001,67.0,0.29660000000000003,0.43920000000000003,0.5524,49.58,51.4,8.42,4.4799999999999995,0.5196,13.74,24.7,0.22280000000000003,0.4992,14.3,74.78,0.2072
2022-12-06,Montana Western,61,99.02000000000001,100.58000000000001,68.14,0.2632,0.44420000000000004,0.5286000000000001,48.12,50.019999999999996,8.559999999999999,4.0200000000000005,0.5024,14.76,24.9,0.1842,0.4868,15.34,72.9,0.2506
2022-12-10,St. Thomas,70,101.55999999999999,100.0,65.35999999999999,0.2794,0.4452,0.5509999999999999,50.480000000000004,48.36,6.340000000000001,4.959999999999999,0.5248,16.14,24.74,0.1996,0.46719999999999995,12.779999999999998,73.97999999999999,0.23700000000000002
2022-12-17,Washington,55,104.02000000000001,103.75999999999999,66.19999999999999,0.3108,0.4288,0.5561999999999999,50.4,48.36,6.7,9.4,0.5272,15.660000000000002,26.160000000000004,0.2234,0.4864,14.040000000000001,74.0,0.2832
2022-12-20,Grand Canyon,66,98.53999999999999,106.82000000000001,65.88,0.3156,0.4412,0.5264,49.239999999999995,53.120000000000005,5.66,10.0,0.4962,15.919999999999998,26.360000000000003,0.221,0.5008,14.16,74.5,0.3167999999999999
2022-12-29,Northern Arizona,79,94.80000000000001,106.8,66.36000000000001,0.2838,0.4424,0.5152,47.660000000000004,50.76,6.840000000000001,11.12,0.4886000000000001,16.979999999999997,24.880000000000003,0.193,0.5076,14.5,72.4,0.28779999999999994
2022-12-31,Northern Colorado,90,102.36,103.7,65.14000000000001,0.27940000000000004,0.4548,0.5556,50.78000000000001,51.96,6.7,10.379999999999999,0.5304,15.479999999999999,23.42,0.19899999999999998,0.5025999999999999,12.820000000000002,77.26,0.21359999999999996
2023-01-07,Weber State,67,101.75999999999999,104.3,69.14000000000001,0.3106,0.4053999999999999,0.5546,49.940000000000005,49.42,7.5,10.02,0.5128,14.16,21.220000000000002,0.2486,0.501,13.5,79.2,0.2682
2023-01-12,Montana State,68,100.17999999999999,97.82000000000001,69.52000000000001,0.3662,0.386,0.5482,49.480000000000004,49.64,9.28,5.180000000000001,0.49720000000000003,14.34,19.88,0.29460000000000003,0.4628,14.539999999999997,78.96000000000001,0.29400000000000004
2023-01-14,Montana,55,105.12,96.97999999999999,68.58,0.39460000000000006,0.38720000000000004,0.5846,51.5,47.019999999999996,8.5,4.22,0.5386,15.219999999999999,19.940000000000005,0.30920000000000003,0.4506,14.540000000000001,80.7,0.352
2023-01-19,Sacramento State,65,102.34,102.51999999999998,68.34,0.39499999999999996,0.39580000000000004,0.5602,50.24,49.82,8.24,2.5200000000000005,0.5166000000000001,14.080000000000002,19.32,0.29979999999999996,0.49820000000000003,15.48,83.32000000000001,0.37320000000000003
2023-01-21,Portland State,65,99.72,106.46,67.34,0.404,0.39360000000000006,0.5366000000000001,46.82,50.4,8.040000000000001,4.220000000000001,0.49160000000000004,13.059999999999999,18.68,0.3006,0.5018,14.819999999999999,78.14000000000001,0.37279999999999996
2023-01-26,Eastern Washington,68,99.86000000000001,110.54,64.44,0.41780000000000006,0.41640000000000005,0.549,46.120000000000005,49.14,8.78,3.4200000000000004,0.518,14.48,18.86,0.2872,0.5194,15.280000000000001,75.34,0.3722
2023-01-28,Idaho,95,99.85999999999999,117.43999999999998,64.54,0.3514,0.43179999999999996,0.5378000000000001,42.68000000000001,46.96,7.859999999999999,4.0200000000000005,0.5174000000000001,12.580000000000002,17.439999999999998,0.2286,0.5538000000000001,13.7,70.64,0.33399999999999996
2023-02-04,Weber State,71,105.88,118.56000000000002,63.94,0.32999999999999996,0.4046,0.5516,44.019999999999996,45.38,9.2,4.779999999999999,0.5256000000000001,11.76,21.54,0.23160000000000003,0.5588,13.76,69.47999999999999,0.34340000000000004
2023-02-06,Northern Arizona,75,109.23999999999998,113.3,62.02,0.3744,0.404,0.5800000000000001,46.64,47.2,8.8,6.88,0.5496000000000001,13.5,22.9,0.2702,0.5288,13.540000000000001,70.02000000000001,0.32680000000000003
2023-02-09,Montana,61,111.0,114.84,62.8,0.3556,0.40199999999999997,0.584,46.779999999999994,43.760000000000005,9.020000000000001,6.62,0.554,12.780000000000001,23.2,0.2608,0.5509999999999999,14.36,71.5,0.30920000000000003
2023-02-11,Montana State,52,110.02000000000001,114.24000000000001,62.6,0.2548,0.384,0.558,50.14,42.3,8.4,9.08,0.5288,12.34,28.339999999999996,0.1964,0.5508,13.4,74.11999999999999,0.2916
