Date,Opp,Tm_Score,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp_eFG%.1,Opp_TOV%,DRB%,Opp_FT/FGA
2022-11-28,Washington,66,116.66000000000001,84.79999999999998,75.81999999999998,0.3668,0.44820000000000004,0.6050000000000001,58.739999999999995,52.64000000000001,10.419999999999998,5.659999999999999,0.5848,14.639999999999997,31.8,0.25040000000000007,0.4434,18.000000000000004,84.03999999999999,0.21900000000000003
2022-11-30,Cal State Fullerton,69,109.12,84.42,77.17999999999999,0.33340000000000003,0.4532,0.5754,57.68000000000001,46.64,9.98,4.78,0.5504,15.98,31.52,0.23860000000000006,0.44539999999999996,19.52,83.88,0.2432
2022-12-10,North Dakota,80,106.0,90.85999999999999,72.86,0.3484,0.43099999999999994,0.5514,55.760000000000005,45.5,9.059999999999999,6.6,0.526,15.48,31.580000000000002,0.23920000000000002,0.4582,17.04,80.22,0.26839999999999997
2022-12-15,Oregon State,58,105.22,92.68,71.22,0.27359999999999995,0.429,0.5328,53.56,44.82000000000001,10.1,8.82,0.5084000000000001,13.580000000000002,29.6,0.18960000000000002,0.5002000000000001,19.46,80.22,0.26139999999999997
2022-12-18,Alcorn State,72,100.42,95.46000000000001,70.3,0.3128,0.4452,0.5016,51.7,47.019999999999996,9.899999999999999,10.82,0.46979999999999994,13.64,30.5,0.2158,0.5196,19.939999999999998,78.58000000000001,0.27759999999999996
2022-12-22,Utah State,56,96.96,97.66,69.44000000000001,0.3108,0.49260000000000004,0.49139999999999995,50.379999999999995,49.12,7.279999999999999,12.38,0.46319999999999995,14.84,32.0,0.20400000000000001,0.5,16.72,73.66,0.2848
2022-12-23,Iona,72,94.26,99.53999999999999,69.34,0.34380000000000005,0.46699999999999997,0.4772,48.96,45.12,7.279999999999999,11.48,0.44899999999999995,14.040000000000001,29.859999999999996,0.2138,0.5146,15.76,72.66,0.24419999999999997
2022-12-25,George Washington,85,91.02,101.22,72.25999999999999,0.4182,0.47620000000000007,0.4664,46.779999999999994,50.56,6.7,9.98,0.4231999999999999,14.14,27.340000000000003,0.2716,0.5236,15.819999999999999,73.2,0.27359999999999995
2022-12-31,California Baptist,71,92.6,98.6,73.78,0.38900000000000007,0.489,0.47759999999999997,50.879999999999995,56.96,5.4,6.82,0.4346,15.24,30.220000000000006,0.25960000000000005,0.5014000000000001,14.180000000000001,76.44,0.28219999999999995
2023-01-05,Texas-Rio Grande Valley,66,96.36000000000001,96.28,73.91999999999999,0.3598,0.46979999999999994,0.5022,52.5,54.879999999999995,5.68,7.119999999999999,0.45940000000000003,14.74,28.5,0.252,0.4856,13.76,77.86,0.248
2023-01-07,UT Arlington,76,93.44,96.78,75.08,0.32960000000000006,0.4436,0.4669999999999999,51.760000000000005,51.42,6.159999999999999,7.6,0.4242,12.0,27.02,0.2294,0.49420000000000003,15.280000000000001,79.72,0.2626
2023-01-12,New Mexico State,69,103.64000000000001,94.41999999999999,72.33999999999999,0.3208000000000001,0.4366,0.527,52.94,57.56,6.459999999999999,8.919999999999998,0.48599999999999993,12.42,28.939999999999998,0.23600000000000004,0.4524000000000001,14.540000000000001,77.02000000000001,0.2612
2023-01-14,Utah Valley,85,105.08,92.26,70.66,0.29,0.4382,0.5546,55.38000000000001,49.160000000000004,6.32,8.56,0.5282,14.7,28.98,0.20999999999999996,0.44539999999999996,14.780000000000001,77.76,0.22519999999999998
2023-01-19,Tarleton State,67,105.7,96.24000000000001,70.18,0.31520000000000004,0.43520000000000003,0.5586,50.92,48.22,7.7,9.82,0.5284000000000001,14.38,26.240000000000002,0.2318,0.46420000000000006,15.080000000000002,73.06,0.19699999999999998
2023-01-21,Southern Utah,81,104.82000000000001,91.22,69.75999999999999,0.3136,0.45600000000000007,0.549,51.739999999999995,53.86,8.620000000000001,9.02,0.5128,13.84,27.080000000000002,0.24080000000000004,0.4338,14.959999999999999,74.24,0.20299999999999999
2023-01-26,Sam Houston,40,108.78,90.16,69.72,0.3096,0.469,0.5826,52.32000000000001,52.32000000000001,8.620000000000001,7.18,0.5454000000000001,15.160000000000002,26.54,0.2464,0.425,13.939999999999998,73.02000000000001,0.1874
2023-01-28,Stephen F. Austin,65,96.14000000000001,87.28,70.36,0.35540000000000005,0.5,0.5163999999999999,49.459999999999994,51.3,9.18,7.5,0.46440000000000003,15.040000000000001,21.68,0.276,0.45500000000000007,16.62,75.92,0.1666
2023-02-01,Abilene Christian,68,93.8,89.46000000000001,71.38000000000001,0.2796,0.47840000000000005,0.4812,47.239999999999995,55.21999999999999,10.16,7.260000000000001,0.4332,12.780000000000001,22.0,0.21739999999999998,0.47919999999999996,17.419999999999998,74.56,0.159
2023-02-04,New Mexico State,75,90.24000000000001,91.56000000000002,70.7,0.2426,0.4662,0.466,47.7,52.24000000000001,8.86,7.18,0.4286,13.16,21.359999999999996,0.1744,0.47939999999999994,16.08,76.18,0.14379999999999998
2023-02-08,Utah Tech,75,90.53999999999999,99.60000000000001,72.18,0.2414,0.46880000000000005,0.45899999999999996,45.8,48.44,7.3,7.4,0.4242,12.56,22.08,0.16760000000000003,0.5334000000000001,16.7,75.47999999999999,0.18660000000000002
2023-02-11,Grand Canyon,63,90.64000000000001,104.1,70.85999999999999,0.2684,0.4504,0.4606,46.92,48.839999999999996,9.4,9.6,0.4208,13.860000000000003,25.04,0.193,0.5821999999999999,18.6,78.22,0.2008
