Date,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp_eFG%.1,Opp_TOV%,DRB%,Opp_FT/FGA
2022-11-07,Jacksonville,116.4,72.1,60.8,0.186,0.492,0.553,64.6,70.4,9.8,10.0,0.542,15.7,46.9,0.119,0.368,16.6,81.8,0.094
2022-11-11,USC Upstate,116.7,52.8,72.2,0.382,0.309,0.523,64.9,53.3,20.8,22.6,0.493,12.0,47.2,0.25,0.343,28.6,81.6,0.019
2022-11-15,Kansas,85.3,92.0,75.3,0.239,0.313,0.429,52.8,33.3,4.0,4.2,0.381,19.4,42.1,0.194,0.485,17.6,64.7,0.06
2022-11-18,Delaware,124.3,78.4,73.5,0.309,0.206,0.59,66.7,52.9,10.8,15.2,0.544,11.4,43.8,0.265,0.427,18.2,88.2,0.2
2022-11-21,Bellarmine,127.6,98.3,58.0,0.2,0.636,0.614,63.6,72.0,3.4,10.8,0.582,11.7,42.3,0.182,0.481,11.0,82.8,0.093
2022-11-24,Oregon State,114.06000000000002,78.72,67.96000000000001,0.2632,0.3912,0.5418000000000001,62.52,56.379999999999995,9.760000000000002,12.559999999999999,0.5084000000000001,14.039999999999997,44.46,0.202,0.4208,18.4,79.82,0.09319999999999999
2022-11-25,Xavier,109.72,82.2,67.26,0.296,0.3894,0.5084,62.42,53.56,9.559999999999999,12.379999999999999,0.46159999999999995,12.72,45.080000000000005,0.23479999999999998,0.44020000000000004,18.7,79.88,0.1256
2022-11-27,Purdue,107.58,90.74,66.22,0.2899999999999999,0.36839999999999995,0.5164,59.44,49.56,8.08,10.139999999999999,0.47220000000000006,13.3,41.16,0.2292,0.462,16.92,78.03999999999999,0.18719999999999998
2022-11-30,Ohio State,107.75999999999999,95.42,64.17999999999999,0.30079999999999996,0.3714,0.5153999999999999,57.0,50.519999999999996,8.82,10.8,0.4718,12.040000000000001,38.14,0.2318,0.4668,16.22,76.36,0.23040000000000002
2022-12-03,Boston College,106.04,100.32000000000001,63.56,0.34800000000000003,0.3774,0.5144,53.98,52.74000000000001,9.24,9.18,0.46299999999999997,12.919999999999998,37.120000000000005,0.2734,0.4814,16.5,71.61999999999999,0.2522
2022-12-06,Iowa,104.31999999999998,99.39999999999999,64.49999999999999,0.35700000000000004,0.3256,0.5184,51.58,51.92,9.82,10.36,0.46740000000000004,13.48,34.260000000000005,0.2786,0.4680000000000001,16.16,68.58,0.2524
2022-12-10,Maryland-Eastern Shore,107.13999999999999,99.74,66.72,0.33140000000000003,0.2924,0.5474,51.04,50.660000000000004,8.94,11.52,0.5058,13.479999999999999,30.920000000000005,0.257,0.45919999999999994,14.36,68.66,0.2298
2022-12-20,Wake Forest,109.04,96.14,67.54,0.30440000000000006,0.3182,0.5588,55.580000000000005,55.620000000000005,9.080000000000002,13.76,0.5132,14.959999999999999,36.160000000000004,0.2526,0.4633999999999999,15.02,72.11999999999999,0.1716
2022-12-31,Florida State,111.24000000000001,95.56,68.82000000000001,0.2932,0.34419999999999995,0.5806,56.339999999999996,58.760000000000005,10.040000000000001,13.440000000000001,0.539,15.64,34.88,0.24499999999999997,0.473,15.719999999999999,75.34,0.19940000000000002
2023-01-04,NC State,113.78,94.97999999999999,68.12,0.25439999999999996,0.3848,0.593,56.82000000000001,58.38000000000001,8.059999999999999,14.38,0.56,14.860000000000003,33.559999999999995,0.21000000000000002,0.46679999999999994,14.6,78.80000000000001,0.2234
2023-01-07,Boston College,106.63999999999999,99.58,70.02,0.31379999999999997,0.372,0.5656000000000001,56.64,55.31999999999999,8.18,11.940000000000001,0.5287999999999999,17.119999999999997,33.58,0.23920000000000002,0.49260000000000004,14.180000000000001,79.34,0.2274
2023-01-11,Pitt,104.28000000000002,100.44,69.78,0.341,0.37279999999999996,0.5642,54.52,59.6,8.5,12.0,0.5194,19.2,32.44,0.26839999999999997,0.5004000000000001,14.74,76.96000000000001,0.2178
2023-01-14,Clemson,102.0,103.58,70.36,0.3794,0.388,0.5378000000000001,53.040000000000006,58.82000000000001,7.039999999999999,10.260000000000002,0.4845999999999999,18.28,32.2,0.29799999999999993,0.5024,13.419999999999998,74.9,0.25539999999999996
2023-01-21,Miami (FL),101.11999999999999,101.94,69.88,0.3892,0.3598,0.5206000000000001,54.739999999999995,55.56,5.7,10.98,0.4640000000000001,17.64,35.1,0.30539999999999995,0.48760000000000003,12.26,75.26,0.2232
2023-01-23,Virginia Tech,96.7,102.55999999999999,69.32000000000001,0.3674,0.3398,0.4896,54.32000000000001,58.339999999999996,6.659999999999999,12.42,0.4382,17.779999999999998,35.86,0.27480000000000004,0.4796,11.04,72.4,0.1754
2023-01-28,Georgia Tech,103.47999999999999,103.6,67.66,0.299,0.3538,0.5044000000000001,54.94,59.540000000000006,6.540000000000001,13.52,0.46020000000000005,14.540000000000001,36.160000000000004,0.2306,0.5056,12.539999999999997,74.34,0.2016
2023-01-31,Wake Forest,110.54,97.74,67.32,0.2766,0.365,0.5258,57.879999999999995,59.379999999999995,6.88,14.12,0.4958,12.74,38.5,0.196,0.48460000000000003,13.36,78.22,0.1972
2023-02-04,UNC,110.56000000000002,99.38,66.88000000000001,0.2688,0.3462,0.5464,56.379999999999995,58.160000000000004,6.639999999999999,14.38,0.5252000000000001,12.6,33.49999999999999,0.182,0.477,12.3,78.92,0.2024
