Date,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp_eFG%.1,Opp_TOV%,DRB%,Opp_FT/FGA
2022-11-07,Eastern Illinois,113.0,74.0,76.6,0.516,0.406,0.546,66.3,53.3,13.0,20.0,0.539,15.8,50.0,0.281,0.375,18.7,82.5,0.2
2022-11-11,Kansas City,111.7,62.3,77.3,0.406,0.422,0.563,52.0,50.0,14.3,18.6,0.531,12.6,31.4,0.281,0.336,25.5,70.0,0.078
2022-11-14,Monmouth,130.4,82.3,78.7,0.323,0.532,0.72,66.0,56.8,13.9,12.1,0.71,20.1,42.3,0.242,0.49,26.9,88.9,0.347
2022-11-18,UCLA,98.8,87.5,80.3,0.373,0.49,0.658,52.4,70.4,10.0,8.0,0.647,25.9,13.6,0.255,0.438,16.0,73.2,0.097
2022-11-20,Virginia,89.7,102.9,68.6,0.153,0.441,0.482,43.8,45.8,7.4,12.9,0.483,17.0,20.0,0.068,0.469,16.0,72.4,0.521
2022-11-25,Lindenwood,108.72,81.8,76.3,0.3542,0.4582,0.5938000000000001,56.1,55.260000000000005,11.72,14.320000000000002,0.5820000000000001,18.28,31.46,0.22540000000000004,0.42160000000000003,20.619999999999997,77.4,0.2486
2022-11-29,Syracuse,110.34,82.52000000000001,76.17999999999999,0.28640000000000004,0.47379999999999994,0.6214000000000001,55.44,54.04,13.34,11.32,0.608,19.88,29.279999999999994,0.19820000000000002,0.438,21.44,77.02000000000001,0.22920000000000001
2022-12-02,Maryland,109.16,82.82000000000002,74.5,0.27080000000000004,0.5058,0.603,55.160000000000004,61.54,12.5,10.84,0.5898,19.02,29.04,0.1838,0.4356,20.240000000000002,77.76,0.24700000000000003
2022-12-06,Texas,103.7,88.54,71.6,0.23240000000000002,0.46499999999999997,0.5608000000000001,52.8,56.1,11.28,12.939999999999998,0.5446,18.119999999999997,28.7,0.15839999999999999,0.44320000000000004,17.619999999999997,74.06000000000002,0.2294
2022-12-10,Penn State,104.42,89.84,70.28,0.2612,0.4436,0.5429999999999999,52.74000000000001,50.160000000000004,10.959999999999999,16.439999999999998,0.5218,16.459999999999997,30.5,0.1774,0.44980000000000003,17.46,74.42,0.2476
2022-12-17,Alabama A&M,105.22,92.75999999999999,69.2,0.27680000000000005,0.4438,0.5488000000000001,55.06,50.56,10.739999999999998,16.52,0.5272,16.26,31.32,0.1868,0.4782,16.919999999999998,77.72,0.17300000000000001
2022-12-22,Missouri,100.16,90.47999999999999,68.16,0.32220000000000004,0.4417999999999999,0.5122,53.720000000000006,48.620000000000005,8.499999999999998,18.6,0.48979999999999996,15.680000000000001,31.5,0.20339999999999997,0.4528,16.619999999999997,76.03999999999999,0.1882
2022-12-29,Bethune-Cookman,99.58,104.67999999999999,68.24000000000001,0.31779999999999997,0.42539999999999994,0.518,55.46,39.120000000000005,8.219999999999999,15.88,0.49379999999999996,17.7,36.040000000000006,0.2068,0.5236,15.3,74.9,0.1988
2023-01-04,Northwestern,100.76000000000002,95.84,71.03999999999999,0.38320000000000004,0.4548,0.5346,55.32000000000001,44.92,9.219999999999999,15.8,0.5088,18.04,33.38,0.24819999999999998,0.48179999999999995,17.119999999999997,76.08000000000001,0.19879999999999998
2023-01-07,Wisconsin,97.17999999999999,97.6,70.47999999999999,0.3142,0.4748,0.5164,55.36,48.08,8.1,14.12,0.49540000000000006,18.38,33.52,0.1988,0.465,15.860000000000003,76.5,0.282
2023-01-10,Nebraska,101.34,94.1,71.54,0.36619999999999997,0.458,0.5349999999999999,54.7,49.72,8.280000000000001,14.88,0.5065999999999999,17.839999999999996,33.22,0.2474,0.44279999999999997,15.48,73.72,0.268
2023-01-13,Michigan State,104.53999999999999,95.56,70.96,0.3444,0.4582,0.5439999999999999,54.919999999999995,52.94,9.82,15.3,0.5152,16.18,32.64,0.2412,0.4582,15.679999999999998,75.03999999999999,0.2544
2023-01-16,Minnesota,106.34,88.3,70.47999999999999,0.3432,0.41819999999999996,0.5534,51.580000000000005,53.08,9.280000000000001,18.220000000000002,0.5232,13.860000000000003,26.640000000000004,0.246,0.4088,15.34,74.16,0.2412
2023-01-19,Indiana,106.82000000000001,92.1,68.9,0.2954,0.3732,0.5454,53.92,51.980000000000004,7.3,16.9,0.5192,12.88,27.839999999999996,0.2098,0.4226,12.1,76.03999999999999,0.2412
2023-01-24,Ohio State,108.76000000000002,94.72,68.54,0.33520000000000005,0.3378,0.539,52.239999999999995,46.519999999999996,9.92,14.339999999999998,0.5164,10.999999999999998,29.5,0.2182,0.4742,14.040000000000003,74.3,0.1532
2023-01-28,Wisconsin,106.75999999999999,92.9,68.04,0.298,0.3612,0.5204000000000001,54.54,46.160000000000004,9.7,13.319999999999999,0.493,10.919999999999998,33.94,0.2008,0.4542,13.34,74.97999999999999,0.17760000000000004
2023-01-31,Nebraska,103.46,94.14,67.33999999999999,0.3096,0.34459999999999996,0.5136000000000001,53.68000000000001,41.800000000000004,6.8,13.16,0.48600000000000004,11.52,30.4,0.20460000000000003,0.45519999999999994,11.48,76.18,0.16940000000000005
2023-02-04,Iowa,101.08000000000001,90.0,68.38,0.323,0.38120000000000004,0.5064,56.459999999999994,44.86,8.1,12.379999999999999,0.4776000000000001,13.080000000000002,31.28,0.21119999999999997,0.46499999999999997,14.4,81.4,0.17060000000000003
