Date,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp_eFG%.1,Opp_TOV%,DRB%,Opp_FT/FGA
2022-11-07,Chicago State,114.9,73.0,74.4,0.571,0.375,0.597,59.4,83.3,10.8,13.8,0.518,16.4,34.6,0.482,0.325,14.4,74.4,0.206
2022-11-11,Northern Illinois,95.5,69.7,65.9,0.293,0.379,0.477,54.9,66.7,13.6,21.6,0.457,10.8,28.9,0.172,0.363,21.7,84.8,0.176
2022-11-15,Georgetown,105.6,88.7,70.7,0.179,0.493,0.516,59.2,66.7,8.5,11.4,0.507,16.1,38.5,0.104,0.482,17.4,84.4,0.14
2022-11-18,Purdue Fort Wayne,83.3,72.2,71.8,0.125,0.482,0.506,51.5,65.2,13.9,25.0,0.491,20.2,12.9,0.089,0.4,24.0,83.8,0.145
2022-11-22,Liberty,101.5,80.0,65.1,0.412,0.333,0.541,55.0,50.0,20.0,20.0,0.49,16.4,29.0,0.314,0.43,23.9,82.8,0.18
2022-11-23,Auburn,100.16,76.72,69.58,0.31599999999999995,0.4124,0.5274,56.0,66.38,13.36,18.360000000000003,0.49260000000000004,15.98,28.78,0.23219999999999996,0.39999999999999997,20.28,82.03999999999999,0.1694
2022-11-28,Pitt,90.3,75.56,67.52000000000001,0.259,0.4232,0.47400000000000003,53.54,55.44000000000001,13.7,21.119999999999997,0.4426,14.940000000000001,26.18,0.1786,0.397,21.259999999999998,82.32000000000001,0.1762
2022-12-04,Michigan State,89.03999999999999,88.38000000000001,67.34,0.24300000000000002,0.4524,0.465,50.919999999999995,56.379999999999995,12.52,18.68,0.4364,15.599999999999998,26.560000000000002,0.1638,0.4466,19.3,76.78,0.21880000000000002
2022-12-11,Prairie View,88.82000000000001,89.44,66.67999999999999,0.3052,0.4476,0.47759999999999997,49.599999999999994,50.660000000000004,13.8,19.44,0.43499999999999994,15.459999999999999,22.7,0.22879999999999998,0.4484,19.340000000000003,76.02000000000001,0.22359999999999997
2022-12-17,DePaul,90.36,90.22,65.72,0.35559999999999997,0.4462,0.4612,49.3,54.279999999999994,12.22,19.14,0.409,13.2,26.46,0.26680000000000004,0.4394,18.1,72.46,0.2172
2022-12-20,UIC,91.9,86.06,67.9,0.31500000000000006,0.4782,0.46559999999999996,49.480000000000004,54.61999999999999,11.9,18.360000000000003,0.417,12.719999999999999,25.660000000000004,0.2398,0.42639999999999995,18.940000000000005,74.02000000000001,0.2082
2022-12-29,Brown,104.7,87.83999999999999,69.2,0.30060000000000003,0.46959999999999996,0.5187999999999999,53.6,60.02,11.379999999999999,14.84,0.47759999999999997,12.36,30.72,0.23120000000000002,0.4598,20.76,76.85999999999999,0.21480000000000002
2023-01-01,Ohio State,105.11999999999998,77.9,70.03999999999999,0.3304,0.437,0.525,55.739999999999995,56.74000000000001,12.44,16.440000000000005,0.46820000000000006,12.319999999999999,29.560000000000002,0.2772,0.442,22.860000000000003,82.47999999999999,0.18580000000000002
2023-01-04,Illinois,100.5,79.96000000000001,70.62,0.2832,0.4358000000000001,0.48519999999999996,54.160000000000004,60.7,10.879999999999999,15.84,0.4384,10.94,30.82,0.2212,0.4474,22.440000000000005,81.54,0.20659999999999998
2023-01-08,Indiana,102.85999999999999,81.64,71.4,0.3588,0.4088,0.5018,53.7,56.980000000000004,12.78,13.14,0.4436,10.94,29.060000000000002,0.2862,0.46959999999999996,22.740000000000002,83.68,0.20460000000000003
2023-01-11,Rutgers,103.71999999999998,92.24,71.1,0.4058,0.37060000000000004,0.4992000000000001,51.660000000000004,56.98,12.88,12.2,0.44079999999999997,9.82,28.920000000000005,0.3108,0.5144,20.9,79.5,0.2098
2023-01-15,Michigan,98.46000000000001,98.67999999999999,69.02,0.43360000000000004,0.3992,0.4842000000000001,47.60000000000001,59.2,12.24,13.539999999999997,0.4286,10.559999999999999,25.54,0.31579999999999997,0.5246,18.38,74.84,0.18480000000000002
2023-01-31,Iowa,101.0,104.52000000000001,70.16,0.43620000000000003,0.39859999999999995,0.495,45.760000000000005,57.82000000000001,12.580000000000002,11.239999999999998,0.4466,9.7,25.4,0.3064,0.5416000000000001,18.119999999999997,71.14,0.1968
2023-01-23,Wisconsin,105.62,109.34,69.42,0.43360000000000004,0.3646,0.5271999999999999,45.84,54.38000000000001,13.24,11.379999999999999,0.47640000000000005,10.2,25.46,0.318,0.5688,18.02,70.96000000000001,0.21239999999999998
2023-01-25,Nebraska,107.05999999999999,113.44000000000001,67.16,0.35319999999999996,0.3594,0.5366,46.64,49.62,11.139999999999999,10.139999999999999,0.49700000000000005,9.96,25.879999999999995,0.26,0.5704,15.600000000000003,70.62,0.2234
2023-01-28,Minnesota,106.96,109.25999999999999,66.02000000000001,0.30720000000000003,0.4062,0.553,49.5,49.620000000000005,9.68,10.0,0.517,12.200000000000001,26.859999999999996,0.2318,0.564,16.220000000000002,73.46,0.2062
2023-02-02,Michigan,112.02000000000001,106.96,66.47999999999999,0.2766,0.367,0.5720000000000001,50.02,46.60000000000001,10.56,11.28,0.5334000000000001,10.720000000000002,26.380000000000003,0.22600000000000003,0.5606000000000001,17.040000000000003,74.94000000000001,0.24939999999999998
2023-02-05,Wisconsin,107.94000000000001,106.6,63.739999999999995,0.2374,0.363,0.5526000000000001,49.84,50.32000000000001,9.26,12.74,0.52,11.120000000000001,26.1,0.1912,0.534,14.739999999999998,74.5,0.2334
2023-02-09,Ohio State,106.32000000000001,99.5,61.56,0.24699999999999997,0.371,0.55,52.6,52.65999999999999,8.96,13.86,0.5222,11.92,26.160000000000004,0.1854,0.4972,14.279999999999998,75.86,0.18419999999999997
2023-02-12,Purdue,106.22,98.5,62.2,0.2264,0.41980000000000006,0.5578,49.760000000000005,56.98,9.86,13.680000000000001,0.5396,13.319999999999999,24.499999999999996,0.1572,0.5044000000000001,16.7,73.16,0.211
2023-02-15,Indiana,103.02000000000001,97.82000000000001,61.64,0.255,0.39120000000000005,0.5292,47.42,57.080000000000005,10.879999999999999,14.739999999999998,0.5056,11.82,23.96,0.175,0.476,16.16,71.75999999999999,0.2768
2023-02-19,Iowa,97.3,97.83999999999999,61.86,0.2642,0.4404,0.5065999999999999,45.34,54.38000000000001,10.84,11.88,0.475,11.58,20.86,0.1908,0.4782,16.04,73.94000000000001,0.2706
2023-02-23,Illinois,104.1,93.18,63.14,0.30119999999999997,0.44539999999999996,0.5466,46.21999999999999,52.160000000000004,11.839999999999998,11.24,0.511,11.94,20.159999999999997,0.22759999999999997,0.4742,17.6,75.88000000000001,0.2666
2023-02-26,Maryland,103.06000000000002,94.02000000000001,65.66,0.2814,0.4454000000000001,0.5312,43.36,48.040000000000006,13.3,9.080000000000002,0.493,11.479999999999999,20.2,0.2206,0.4822,19.28,73.6,0.3066
