Date,Opp,Tm_Score,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp_eFG%.1,Opp_TOV%,DRB%,Opp_FT/FGA
2022-11-25,South Florida,60,90.7,103.12,68.4,0.25680000000000003,0.3202,0.476,48.4,44.72,11.46,11.84,0.4478,17.2,31.4,0.1736,0.5032,16.96,68.44,0.2664
2022-11-30,Delaware State,81,83.6,110.44000000000001,66.82000000000001,0.28640000000000004,0.33140000000000003,0.4702,45.6,40.12,8.959999999999999,10.88,0.4358000000000001,20.020000000000003,25.72,0.2012,0.531,14.079999999999998,67.52000000000001,0.2378
2022-12-06,Hartford,68,88.1,106.84,69.16,0.34059999999999996,0.32480000000000003,0.484,45.980000000000004,43.220000000000006,9.459999999999999,9.92,0.44939999999999997,19.2,27.1,0.23000000000000004,0.4976,13.5,65.3,0.22240000000000001
2022-12-10,UMass-Lowell,59,95.14000000000001,97.25999999999999,68.64,0.36460000000000004,0.3168,0.5146,45.7,48.96,11.419999999999998,11.0,0.4760000000000001,18.52,27.080000000000002,0.257,0.4638,16.76,64.2,0.2222
2022-12-13,Longwood,57,95.36,101.12,68.16,0.3216,0.332,0.49640000000000006,47.28,46.760000000000005,10.64,10.46,0.45899999999999996,16.759999999999998,29.160000000000004,0.22800000000000004,0.5032,17.02,67.46000000000001,0.24899999999999997
2022-12-17,Hartford,67,96.1,97.12000000000002,67.72,0.3252,0.35000000000000003,0.49720000000000003,48.2,52.760000000000005,13.0,12.8,0.4554,15.7,29.459999999999997,0.2386,0.484,18.939999999999998,67.66,0.25179999999999997
2022-12-22,Medgar Evers,89,97.88,89.84,67.78,0.31720000000000004,0.30979999999999996,0.4896,49.2,52.32000000000001,12.400000000000002,11.58,0.44559999999999994,13.38,31.040000000000003,0.2364,0.457,20.22,68.58,0.2404
2022-12-31,Central Connecticut,52,97.38,85.94000000000001,69.52000000000001,0.31120000000000003,0.3242,0.4848,50.519999999999996,55.279999999999994,13.6,13.52,0.43360000000000004,12.740000000000002,30.2,0.2464,0.4628,21.96,73.08,0.20859999999999998
2023-01-05,Fairleigh Dickinson,57,90.03999999999999,90.33999999999999,71.47999999999999,0.30419999999999997,0.3322,0.4574,49.36,54.56,12.38,11.3,0.40360000000000007,13.940000000000001,28.5,0.2398,0.47759999999999997,20.54,73.64000000000001,0.2044
2023-01-07,Merrimack,53,88.9,92.1,71.8,0.284,0.3572,0.4734000000000001,48.519999999999996,63.14,11.419999999999998,11.520000000000001,0.425,16.28,26.24,0.2238,0.48200000000000004,18.779999999999998,73.84,0.1374
2023-01-10,Hartford,78,89.47999999999999,94.80000000000001,70.34,0.30839999999999995,0.32980000000000004,0.47640000000000005,51.620000000000005,54.46,8.7,12.639999999999999,0.43,17.88,30.9,0.231,0.49040000000000006,16.48,75.96000000000001,0.1404
2023-01-14,Sacred Heart,82,93.69999999999999,102.14000000000001,69.76,0.34319999999999995,0.3216,0.499,52.279999999999994,57.5,9.64,11.419999999999998,0.45940000000000003,18.240000000000002,32.9,0.24500000000000002,0.5294000000000001,15.6,75.47999999999999,0.13699999999999998
2023-01-16,LIU,73,93.58,106.82000000000001,68.55999999999999,0.329,0.2988,0.5246000000000001,50.480000000000004,55.879999999999995,8.879999999999999,9.54,0.48740000000000006,20.119999999999997,29.579999999999995,0.2404,0.5428000000000001,14.5,74.02,0.16559999999999997
2023-01-20,Saint Francis (PA),61,99.9,105.13999999999999,68.12,0.353,0.2942,0.5642,51.959999999999994,54.1,9.5,11.059999999999999,0.5359999999999999,20.14,30.98,0.24780000000000002,0.5242,14.34,72.55999999999999,0.18760000000000002
2023-01-22,Merrimack,55,100.82000000000001,108.03999999999999,68.41999999999999,0.39859999999999995,0.27140000000000003,0.556,50.78,47.72,10.66,11.799999999999999,0.5214,18.6,30.68,0.2796,0.5566,16.0,72.27999999999999,0.2136
2023-01-26,Wagner,65,100.64000000000001,106.46,69.17999999999999,0.399,0.28419999999999995,0.5660000000000001,50.14,50.88,10.580000000000002,7.459999999999999,0.5337999999999999,19.44,28.419999999999998,0.27840000000000004,0.5609999999999999,17.66,73.76,0.20779999999999998
2023-01-28,LIU,71,98.32000000000001,102.7,68.12,0.4136,0.3126,0.5532,48.8,48.28,11.020000000000001,7.38,0.5164,19.16,26.2,0.29000000000000004,0.536,18.139999999999997,73.42,0.22999999999999998
2023-02-02,Central Connecticut,53,95.18,97.24000000000001,68.4,0.41579999999999995,0.3298,0.519,50.14,45.94,10.2,8.14,0.483,17.7,27.860000000000003,0.27999999999999997,0.5176000000000001,20.16,77.66,0.261
2023-02-04,Stonehill,59,91.72,94.12,66.62,0.35840000000000005,0.33540000000000003,0.4882000000000001,50.339999999999996,44.1,9.56,8.559999999999999,0.4596,16.58,27.0,0.22880000000000003,0.5062,19.119999999999997,79.62,0.231
2023-02-09,Wagner,64,92.22,88.85999999999999,65.84,0.31020000000000003,0.3578,0.4862,51.86,51.1,9.08,7.840000000000001,0.461,16.82,29.02,0.20020000000000002,0.4648,19.04,78.92,0.2454
2023-02-11,Stonehill,51,94.7,88.25999999999999,64.55999999999999,0.29240000000000005,0.35000000000000003,0.47619999999999996,51.67999999999999,53.8,9.66,11.440000000000001,0.44980000000000003,14.36,31.04,0.19140000000000001,0.43620000000000003,17.0,75.3,0.233
