rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
11,Illinois,B10,11-2,117.494123551772,18,94.430792007129,21,0.92504765930219,11,23.0225956767368,7.97740432326322,14.0225956767368,5.97740432326322,2-0,0.515586162003822,0.473336689950404,0.747958258297622,0.678518324236732,0.473336689950404,0.791368223094212,0.691266705573398,0.810394374218534,104.243103994204,102.917394030439,109.3635050144,100.035122318576,135.66052987039,91.5773638559814,126.547213241707,105.567325910725,0.889393940983765,3,0.0132006661037356,172,124,136.5125,1.25995787931508,0.908341726948082,0.796191552516055,1,1.40329500159383,23,156,72.1362588474821
12,Creighton,BE,10-4,118.317143119382,15,95.6168416587092,29,0.920541451829556,12,21.7215000368383,9.27849996316176,12.7215000368382,7.27849996316176,1-2,0.626296218090101,0.583171011473004,0.784421975686121,0.698352819112792,0.583171011473004,0.761702813314676,0.680881595108732,0.760910317120845,108.45647793793,101.854847900784,109.742145434828,99.8609253857825,109.796927615938,89.2487194908043,109.929614796185,88.2837377210658,0.925653977758605,5,-0.0487101631498742,210,200,207.7,1.01107366393837,0.962927298988926,0.757693549366774,0.333333333333333,1.00921120653827,31,261,67.5891213317388
13,North Carolina,ACC,10-3,118.787824162005,12,96.6771565100099,36,0.91439823852815,13,22.801112954557,8.19888704544298,14.801112954557,5.19888704544298,2-0,0.646182717159803,0.631090182020936,0.729191660423576,0.709154134932626,0.631090182020936,0.752089309034056,0.696656478041091,0.724199790737433,108.586119507772,101.209253936057,109.90131696742,100.015793674923,108.024896176396,90.2611464249856,122.433292826086,96.93754103503,0.936150284314305,6,0.0231682137756561,148,127,141.55,1.04556693747792,0.897209466619569,0.754633492212998,1,1.76347420311292,19,138,72.9140210167495
14,Iowa St.,B12,11-2,111.996807095025,60,91.6367993246351,6,0.909482328679097,14,21.3809949782729,9.61900502172713,10.3809949782729,7.61900502172713,0-0,0.380974210071388,0.380974210071388,0,0.649014399169996,0.380974210071388,0.842598980185656,0.699313352327146,0.899315985500625,101.170367326917,106.309852939625,107.333321544625,99.4697684562615,0,0,99.7464248644905,84.1720437530538,0.875701163254538,1,-0.0611808467765751,0,0,0,0,0,0.842598980185656,0,-0.0979869144457798,63,278,71.6883581775539
15,Florida Atlantic,Amer,11-3,119.976584276896,5,98.5273223805822,67,0.905942627053417,15,25.0346965306781,5.96530346932189,15.0346965306781,2.96530346932189,1-0,0.626209758698696,0.644655391927493,0.386416526724326,0.611067645644774,0.644655391927493,0.586809828885033,0.791533191114029,0.746478362771941,108.63719362799,102.003815135968,107.599510386602,102.372396911309,115.59106351626,108.809416380212,135.872002755386,107.254727651652,0.938186470569429,3,0.0155259951231996,79,64,61.625,1.28194726166329,1.03853955375254,0.598597670188604,1,1.43846039415556,22,150,68.7674030347134
16,Kansas,B12,12-1,112.160310700503,56,92.1202285000627,10,0.90581706284309,16,22.6327350789283,8.36726492107171,10.6327350789283,7.36726492107171,0-0,0.531596129150803,0.531596129150803,0,0.709527473809831,0.531596129150803,0.838033444952463,0.6616554749248,0.778344729536638,106.609030150683,102.215997722727,109.593134421181,97.8707327722745,0,0,110.4256817634,89.7556559559125,0.915552247377242,4,0.13671277264324,0,0,0,0,0,0.838033444952463,0,2.75999462011885,4,16,71.2564850299567
17,Clemson,ACC,11-2,119.312423371294,10,98.0443474736723,60,0.905316419218077,17,24.1025740481808,6.89742595181922,14.1025740481808,5.89742595181921,1-1,0.631364205368824,0.585864592894387,0.881612073978222,0.688752850780307,0.585864592894387,0.745341392617562,0.723444176991091,0.778700193861725,109.714993443744,102.835211528387,109.463091386536,100.614377360935,127.471069693072,104.94931332179,122.635066720263,97.4861918152659,0.933346939359623,5,0.106329797449966,161,165,139.4875,1.15422528900439,1.18290169370015,0.730200205799712,0.5,2.4999343843457,7,38,68.6414491808556
18,Kentucky,SEC,10-2,119.656451793155,7,98.7515423580091,73,0.9009837902823,18,22.1105113201644,8.88948867983559,11.4519917244285,6.54800827557152,0-0,0.512342611286818,0.512342611286818,0,0.672917120926378,0.539407621295133,0.769340648437832,0.712791415472298,0.82155841615927,104.645615868067,103.583376270795,109.280548628892,100.549853669938,0,0,125.525368874608,99.7069988467582,0.93389552198581,2,-0.00315102089205388,0,0,0,0,0,0.769340648437832,0,0.716800187284721,38,183,73.4293102083532
19,Duke,ACC,10-3,118.470001223613,14,97.8101162291022,58,0.90058712629798,19,22.7415077037811,8.25849229621895,13.7415077037811,6.25849229621895,1-1,0.549713157132489,0.523182586429522,0.695631295998803,0.650645538192961,0.523182586429522,0.720750161662852,0.738169921519356,0.779886361744525,105.79173886251,102.50617502298,107.998719753167,100.669321068105,114.267408622299,101.601075020306,124.236272080283,94.3609034271285,0.959424568704228,3,-0.0132209297847942,154,138,138.65,1.11071042192571,0.995311936530833,0.723541146736636,0.5,0.714352079906297,39,199,69.2825859512289
20,Ohio St.,B10,12-2,117.191238134509,21,96.9522345510123,40,0.898463694246178,20,22.5833511656446,8.41664883435538,12.5833511656446,7.41664883435538,2-1,0.526662761779726,0.482773192958503,0.687591180790877,0.67542281295642,0.482773192958503,0.781380103955275,0.722205495419837,0.846975645375032,104.823148565007,103.248618717929,109.273191605684,100.67605428087,124.59003341583,104.196464193908,136.238400221618,94.8207297298762,0.984750022036358,1,0.0198459540189886,240,229,210.8125,1.13845241624666,1.08627334716869,0.79793109039605,0.666666666666667,1.13377243247203,29,145,67.7549331232826
21,Wisconsin,B10,10-3,117.738000606863,17,97.4079825697141,53,0.898426941994645,21,21.0701514764357,9.92984852356433,13.0701514764357,6.92984852356432,2-0,0.647223104573064,0.613643961420911,0.831908391909906,0.738348507899462,0.61364396142091,0.806936008462666,0.647968392479857,0.715972017410286,107.196166769809,98.6914785405188,110.258304527024,97.932145855883,124.609000735847,90.4296829916299,122.877844075337,103.76887840994,0.874767173115911,6,0.0828122863769712,153,129,132.1,1.15821347464042,0.976532929598789,0.804161299190751,1,2.02992435162882,12,58,66.3428905130454
22,Gonzaga,WCC,10-4,115.456711602234,28,95.7728958168329,32,0.89562516712891,22,22.6724761935367,7.32752380646332,13.3309957892726,2.66900421072738,1-0,0.5199194913121,0.535059759069835,0.323096010461537,0.530932869183359,0.562887380497349,0.502972671783618,0.788499284538974,0.734221360063964,106.461459159535,103.359937728084,105.499014027608,102.98554585035,118.749512066423,90.3828103350199,107.508089183296,95.2601280100862,0.800748595595224,4,-0.0581191766317575,86,60,69.7375,1.2331959132461,0.860369241799606,0.51496444920509,1,-0.00977999280554531,59,272,71.2423966200435
23,Baylor,B12,11-2,120.694391249567,4,100.315478010267,98,0.893483605195411,23,20.9687411094246,10.0312588905754,9.96874110942456,8.03125889057544,0-0,0.480710280525535,0.480710280525535,0,0.698026040875622,0.480710280525535,0.854976312239574,0.666267938227775,0.800416682986434,105.593128848006,104.556031047359,109.24601212863,98.6327804471003,0,0,125.701665390416,111.363312070387,0.801039572611116,4,0.0531082319938488,0,0,0,0,0,0.854976312239574,0,1.34012479622342,26,99,69.9758735281026
24,Villanova,BE,10-4,112.137598541951,57,93.2980606012067,15,0.89236838196317,24,20.3615997002332,10.6384002997668,13.3615997002332,6.63840029976679,3-0,0.636765153735366,0.61716153308511,0.708645096119639,0.712271128123081,0.61716153308511,0.764581405393965,0.684181195933044,0.784090649039072,107.563600225279,101.326111332301,109.943514767078,99.6687407165293,108.285082741525,83.7118160541392,117.140521048229,90.8699022463376,0.948844369380766,3,-0.0292516871784041,218,179,208.925,1.04343663994256,0.85676678233816,0.774452518795317,1,0.599023049894481,40,230,65.8456798118962
25,Utah,P12,11-3,117.403978707157,19,97.7465493649063,57,0.891610034729966,25,22.0793378819552,8.92066211804482,13.0793378819552,6.92066211804483,2-1,0.636229058593516,0.604622404185347,0.752120124756801,0.694979663151607,0.604622404185348,0.744676155583049,0.697796619207024,0.726752384935055,107.711728255844,100.447426597159,109.001989318517,99.2385157462049,115.662799729147,101.311946883672,127.418325534073,102.080667788469,0.927552716703652,4,0.0638100200020673,245,230,223.2875,1.09724010524548,1.03006213961821,0.743362513964152,0.666666666666667,1.80546403529537,17,83,72.1675056142637
26,San Diego St.,MWC,12-2,112.279248654897,54,93.5022422155309,17,0.891343843589479,26,23.6393774061457,7.3606225938543,12.6393774061457,5.3606225938543,1-0,0.574556873763904,0.594091165775752,0.320611077609873,0.655134012783358,0.594091165775752,0.699220513399961,0.726436871186682,0.741276251433867,109.072720395294,100.523851773434,109.597923203329,100.055476568694,107.907230489341,77.3093734776312,126.515566735184,97.6296656904041,0.951690678299,4,0.112113693641353,74,47,65.9125,1.12270054997155,0.713066565522473,0.721491656681731,1,2.41049343627142,9,32,68.5981601024357
27,Saint Mary's,WCC,10-6,109.892294941353,83,91.6843895753216,7,0.889260449377605,27,22.2665309083101,8.73346909168991,13.2665309083101,2.7334690916899,1-0,0.604000219996742,0.613539338918776,0.46091343616623,0.556890978227695,0.613539338918776,0.503783140079808,0.810776792383936,0.785901739669493,107.420335182418,100.661575749834,105.861373302809,102.266035891219,117.910462920344,102.047461246863,110.361423247857,97.3387410073086,0.809070393151929,5,-0.151573840717513,81,70,70.05,1.15631691648822,0.999286224125625,0.506641120340713,1,-1.4309971378996,105,350,64.5715433404115
28,Colorado St.,MWC,13-1,118.848615996271,11,99.3603860208173,78,0.886915664243929,28,24.794192795082,6.20580720491801,12.794192795082,5.20580720491801,1-0,0.555426387578454,0.533881341628903,0.835511984922619,0.628375985464502,0.533881341628903,0.696622117123547,0.759199770363665,0.818737246464614,109.675554161243,102.874998854719,108.972412121565,101.00606775686,118.440587458073,92.7255406067752,117.504931736149,92.9243593418029,0.936966816433983,4,0.136067606708783,76,68,69.6,1.09195402298851,0.977011494252874,0.688452124900072,1,2.69935006751899,6,17,68.3130261891089
29,St. John's,BE,10-4,115.92316701689,27,97.1330220366049,44,0.884293428322342,29,20.2368793944335,10.7631206055665,12.2368793944335,7.76312060556652,2-1,0.63564249654343,0.579101457698216,0.842959638975884,0.699296195676867,0.579101457698216,0.765403301565125,0.69132362804108,0.807598631763624,108.804864092328,102.510616961742,109.842740934871,100.100890255725,119.818051572824,91.2128930897255,123.835849613892,101.237048899042,0.910288225839245,3,-0.02391410015888,232,205,207.1875,1.11975867269985,0.989441930618401,0.751716889080873,0.666666666666667,0.483894272251612,43,220,71.1332564198792
30,Mississippi St.,SEC,11-2,110.217464518611,77,93.0262000948563,14,0.875457891948347,30,20.8519738860284,10.1480261139716,9.85197388602841,8.14802611397159,0-0,0.513027891814628,0.513027891814628,0,0.681763053056581,0.513027891814628,0.803627336175769,0.704149050942069,0.853992080509378,103.648082718608,103.32656708788,110.157000183584,100.928199949526,0,0,0,0,0,0,0.0215172708352966,0,0,0,0,0,0.803627336175769,0,0.773681390483793,36,142,69.5262169005361
31,New Mexico,MWC,12-2,111.971524462049,61,94.7195842664849,23,0.872608705352375,31,23.6098673801991,7.39013261980095,11.6098673801991,6.39013261980095,0-1,0.485995447835731,0.453101407494141,0.913617972276391,0.595666054735041,0.453101407494141,0.698629411075691,0.781436572484994,0.879486434291316,105.376854804469,103.61080353612,107.26648588589,101.625773647131,104.494563216897,94.3943950063293,100.674832161656,98.865099188137,0.551962917066413,2,0.0399592079912426,68,76,69.6,0.977011494252874,1.09195402298851,0.685983025122708,0,0.958197779570312,32,114,74.408100581472
32,Florida,SEC,10-3,114.855961621086,31,97.2525859404656,47,0.871380860976013,32,20.5248454020939,10.4751545979061,10.5248454020939,7.47515459790614,0-0,0.538601686934587,0.538601686934587,0,0.667517471311512,0.538601686934587,0.760623315583735,0.711030837694101,0.814043734310474,104.572057861078,102.725646369216,109.546800040357,100.963766920839,0,0,123.278832337984,102.235086979555,0.895902022691198,2,-0.00780267794539602,0,0,0,0,0,0.760623315583735,0,0.349970388294612,46,194,74.7200218012878
33,Colorado,P12,11-3,113.80970097599,37,96.4879635482801,34,0.869751024169085,33,22.0266474602416,8.97335253975835,13.0266474602417,6.97335253975835,2-1,0.549011625870517,0.471322472854088,0.833871853597424,0.646651069351992,0.471322472854088,0.743081797425838,0.742709562411667,0.848876597341461,106.93744685582,103.501358032142,108.483371986861,101.228133273934,101.618248942663,97.1381632132663,112.008071128918,102.579684366084,0.733256258352403,3,0.0288931603109922,197,233,214.6125,0.917933484769061,1.08567767487914,0.727060022807323,0.666666666666667,0.797282482987792,35,130,70.8617613606573
34,Texas A&M,SEC,9-4,119.741828104379,6,101.69266817209,118,0.86748496004515,34,19.7342077202539,11.2657922797461,10.7342077202539,7.26579227974605,0-0,0.603218004248804,0.603218004248804,0,0.701326805889263,0.603218004248804,0.772183162629595,0.672002388524957,0.694364134314482,106.11651062323,100.075953191234,109.636073021457,99.4238305980646,0,0,120.185192519281,101.01552714098,0.880611663707376,6,0.0418359396507436,0,0,0,0,0,0.772183162629595,0,0.923718169164071,34,111,65.4788905118764
35,Oklahoma,B12,12-1,110.758419766642,70,94.1468764989695,19,0.86630738550101,35,21.0355344246451,9.96446557535491,9.0355344246451,8.96446557535491,0-0,0.413809417879559,0.413809417879559,0,0.662582263125169,0.413809417879559,0.842251540246998,0.697229414486531,0.869521845566094,101.926682361283,106.774954271182,107.508947818544,99.962819206157,0,0,99.1636861723179,95.4621553267673,0.607659091693983,1,0.0845424636297326,0,0,0,0,0,0.842251540246998,0,1.37070516358058,24,56,69.6884202653794
36,Nevada,MWC,13-1,112.133331057953,58,95.37374996907,27,0.865492670629985,36,24.9230809338306,7.07691906616944,11.9230809338306,6.07691906616944,0-0,0.474997803062402,0.474997803062402,0,0.590349986891966,0.474997803062402,0.680068352092739,0.780144121551555,0.858891892464911,104.534588526666,104.269570332257,107.156469425676,102.035727002842,0,0,132.191924222375,97.0965585735906,0.97203158366655,2,0.105713292462308,0,0,0,0,0,0.680068352092739,0,1.80733460140288,16,39,69.6988948164442
37,Texas,B12,11-2,113.985206834697,36,97.1563633828713,46,0.862604243969644,37,19.8034130889234,11.1965869110766,8.80341308892344,9.19658691107656,0-0,0.405792871990376,0.405792871990376,0,0.655462356233291,0.405792871990376,0.835779205964285,0.684921132112858,0.858954513381042,102.215805990644,105.389728806894,107.788793014342,99.2335101153515,0,0,114.05322232343,109.173117995898,0.623140346623131,2,0.0139431545859191,0,0,0,0,0,0.835779205964285,0,0.359495336422179,45,155,68.4218859332114
38,Texas Tech,B12,11-2,113.365049887286,42,96.8539860487819,38,0.859385905575092,38,20.2139546306131,10.7860453693869,9.21395463061307,8.78604536938694,0-0,0.45454596576711,0.45454596576711,0,0.674369976974774,0.45454596576711,0.833131762846976,0.705531075808348,0.862656701365689,104.525101219874,105.84490646048,108.525073990996,99.7604066929675,0,0,121.991509097583,115.266296537284,0.657488776923543,2,0.0216861261399175,0,0,0,0,0,0.833131762846976,0,0.483857449831878,44,141,67.7666081141727
39,Miami FL,ACC,11-2,116.930174732888,23,99.9781576801253,88,0.858293735713643,39,21.7974533352761,9.20254666472385,12.7974533352761,7.20254666472385,2-0,0.486789395751878,0.454212203642359,0.665963952354237,0.64082100833458,0.454212203642359,0.743455850915302,0.74010695708872,0.83472495684033,103.437549440877,104.113422291172,107.362805831474,100.974378084432,115.201675666329,91.7537848470024,116.13755596093,107.608579851953,0.706233716331059,3,0.0637441307631443,157,131,139.2375,1.1275697998025,0.940838495376605,0.752066061866531,1,1.03898195600672,30,84,71.7310570582748
40,TCU,B12,11-2,112.049635641282,59,96.1660047432976,33,0.852953904546328,40,19.79439344153,11.20560655847,8.79439344152999,9.20560655847002,0-0,0.380973393866066,0.380973393866066,0,0.645539738987733,0.380973393866066,0.836615432686715,0.703581298663252,0.87384981211015,100.267208522908,106.202161715782,106.976374374286,99.9771497763812,0,0,112.192048441734,107.756195620981,0.613943762120865,2,0.0122780345877588,0,0,0,0,0,0.836615432686715,0,0.277337590231758,51,158,73.3999825442775
41,Xavier,BE,7-7,110.236564235266,76,94.6264981634386,22,0.852701399833374,41,16.3629515437377,14.6370484562623,10.3629515437377,9.63704845626232,1-2,0.667394269629656,0.62475791366189,0.823727574844798,0.717563214647779,0.62475791366189,0.768606130190018,0.657957758487294,0.724919690513552,109.286728986659,99.6431958852716,110.504333978805,98.9546591663071,106.670720634454,92.4764645162167,108.999875258214,90.9166270007321,0.889549150185484,6,-0.125852450714267,205,201,203.1875,1.00892033220548,0.989234081820978,0.75887881642741,0.333333333333333,-1.58516489992443,109,340,71.266937701637
42,Dayton,A10,11-2,119.612959388127,8,102.91344773366,151,0.849321325677273,42,23.5634754762073,6.43652452379266,13.5634754762073,4.43652452379266,1-0,0.608403279684171,0.604214805780402,0.658664966529395,0.610499741189626,0.604214805780402,0.614689698129109,0.783453146147832,0.745761288970341,106.708664491078,100.98465789284,107.296380219185,102.188206441916,114.006879348985,84.9907257090981,124.516577248694,102.555735375592,0.903031665353857,4,0.163522926208955,72,59,66.8375,1.07723957359267,0.882737983916215,0.612102917634975,1,2.24567670200617,11,6,64.0943333284754
43,Indiana St.,MVC,12-2,116.579553823638,24,100.513201915203,101,0.846222487407234,43,24.9965606889845,6.00343931101553,15.9965606889845,4.00343931101553,3-0,0.445119317782689,0.397311066985882,0.62041623737098,0.506152636961936,0.397311066985882,0.566015500448765,0.828312772038003,0.81808951399441,105.368831339966,105.162076255261,105.468050998024,104.131909075871,118.973171449801,88.7991615825023,122.439279067862,107.222019678166,0.821450571937609,2,0.0786363257472038,249,198,217.875,1.14285714285714,0.908777969018933,0.556415370403668,1,1.15388460117376,28,60,73.3977033278436
44,Providence,BE,11-3,105.104130593348,163,90.6300169350389,5,0.846044744865589,44,19.5830007063065,11.4169992936935,10.5830007063065,9.41699929369347,2-1,0.5188597354855,0.45011944456421,0.770907468863564,0.656028524767773,0.45011944456421,0.769278518879732,0.704412351981214,0.857916295694147,105.257438890161,103.990408600763,109.159589198788,100.935699482923,102.775496550442,83.6492043391532,109.537687815474,83.8920520634178,0.955531413473511,3,0.011872114430674,214,193,216.475,0.988566809100358,0.891557916618547,0.76899105711788,0.666666666666667,0.234137987960322,54,160,70.2863189152181
45,Cincinnati,B12,11-2,112.317564953549,53,97.3092701857813,49,0.838825357775245,45,19.3084634680017,11.6915365319983,8.30846346800173,9.69153653199827,0-0,0.456142052818418,0.456142052818418,0,0.673760487605097,0.456142052818418,0.830929357173253,0.698862202860144,0.880305955885862,103.513898729489,105.356657073037,107.807087007647,98.9498526083721,0,0,111.450514549675,106.62072899507,0.624684888078964,2,0.0174451650335069,0,0,0,0,0,0.830929357173253,0,0.203156756908649,56,146,70.3087673210412
46,SMU,Amer,10-4,108.918487903254,98,94.3752443522352,20,0.838646458516461,46,22.29398599817,8.70601400182995,13.2939859981701,4.70601400182995,1-0,0.462082111972287,0.456376640971795,0.536253234978673,0.527862821476613,0.456376640971796,0.579491729618982,0.82488674569968,0.847540610576612,104.354302679878,104.601956038825,106.254950445165,104.210046075779,108.06111544985,88.8131478356033,112.944556828877,95.8297880910436,0.868723595890523,1,-0.0736981144745935,66,54,62.3375,1.05875275716864,0.86625225586525,0.582035170480176,1,-1.06443070143903,89,293,68.5359579687925
47,Utah St.,MWC,13-1,112.237113157638,55,97.3138092455642,50,0.837635241629068,47,23.6560282297246,7.34397177027537,11.6560282297246,6.34397177027537,1-0,0.461459998544479,0.461781471826715,0.4572808458754,0.581300176046169,0.461781471826716,0.667619240204662,0.792526984284378,0.875947225329271,104.09006961639,102.607859906849,106.886054116952,101.216738699304,135.545173836887,97.5888913141718,0,0,0,0,0.116110281449352,88,60,65.0125,1.35358584887522,0.92289944241492,0.679992086929913,1,1.57853355654459,20,29,69.9804486790624
48,Nebraska,B10,12-2,113.745823764878,38,98.6527835412459,69,0.837145235719649,48,20.7811531585605,10.2188468414395,10.7811531585605,9.21884684143953,2-1,0.469673298941708,0.385871291586187,0.776947325911951,0.649550701696226,0.385871291586187,0.794574377256748,0.728599932550527,0.894353344403998,103.52422049688,104.662000055397,108.431484066545,101.11942561691,118.322761713263,98.5794202971555,111.448159565973,102.488995888273,0.723871443574275,2,0.0715226021434604,228,216,204.8375,1.1130774394337,1.05449441630561,0.797685033376418,0.666666666666667,0.951902501840879,33,70,70.3248160014495
49,Washington,P12,8-6,114.210367743843,34,99.1780601626784,77,0.835200255178329,49,18.7593950068307,12.2406049931693,10.7593950068307,9.24060499316933,0-3,0.684292242880373,0.636293989617961,0.860285838175883,0.695673033651459,0.636293989617961,0.728331507869883,0.7254199665331,0.765435329448896,109.416516190064,100.420818148851,108.85945523506,99.6842349182401,112.403291279221,97.4293477003732,117.583887869136,99.9737230257376,0.865973099940841,6,-0.0454624095422266,233,244,224.7625,1.03664979700795,1.08559034536455,0.705045449580589,0,-0.744309466567636,77,256,72.5244771492161
50,Pittsburgh,ACC,9-5,110.140041394282,79,95.6476257751554,30,0.835131435158636,50,19.0960002237808,11.9039997762193,10.0960002237807,9.90399977621926,0-3,0.505620487861428,0.410584947838357,0.854084134612686,0.623365192081521,0.410584947838357,0.740394326415261,0.761988758188234,0.897560523637618,105.628099254732,105.347834796531,108.07905687593,102.339874000759,105.029019514877,99.4371476933303,104.160704223459,99.1695679387902,0.637537733934223,3,-0.125092188408704,200,230,207.9,0.962000962000962,1.10630110630111,0.720331419086304,0,-1.83349212372092,115,339,68.7116397964349
