Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA



2022-11-07,@,Baylor,L,53,117,65.4,144.4,80.6,.592,.265,.422,34.7,81.3,8.6,2.6,,.357,27.7,18.8,.367,,.611,8.9,47.5,.403

2022-11-12,@,Hawaii,L,54,72,83.1,110.8,65.2,.184,.245,.507,38.2,23.8,9.2,9.4,,.480,20.8,21.7,.143,,.462,13.1,50.0,.167

2022-11-13,N,Yale,L,51,80,73.9,115.9,68.7,.617,.128,.420,40.0,12.5,7.2,0.0,,.351,18.7,15.2,.383,,.582,12.7,65.6,.148

2022-11-14,N,Eastern Washington,L,52,60,81.3,93.8,64.3,.200,.255,.432,36.4,20.0,12.5,14.3,,.409,15.4,17.1,.127,,.447,22.3,58.1,.383

2022-11-18,,North Alabama,W,76,68,102.7,91.9,74.3,.552,.293,.519,48.4,60.9,9.5,6.9,,.474,12.0,24.3,.362,,.472,17.8,84.0,.315

2022-11-20,@,Missouri,L,62,83,82.7,110.7,74.9,.254,.322,.469,53.2,45.5,13.3,0.0,,.424,25.0,35.5,.203,,.578,15.9,71.0,.141

2022-11-23,@,Air Force,L,51,64,100.0,125.5,51.5,.250,.188,.475,58.0,31.6,7.8,11.8,,.438,15.7,44.4,.188,,.663,12.2,73.9,.065

2022-11-26,@,Colorado State,L,45,88,61.6,120.5,72.9,.245,.347,.411,42.1,56.3,9.6,17.4,,.378,29.6,20.6,.163,,.600,16.0,73.9,.560

2022-12-01,@,Arkansas State,L,38,58,69.1,105.5,54.6,.271,.271,.351,42.6,28.6,9.1,4.3,,.323,14.2,21.2,.146,,.628,18.9,76.2,.231

2022-12-03,@,Mississippi State,L,52,82,81.3,128.1,63.6,.184,.306,.488,36.1,63.2,7.8,2.2,,.469,20.8,19.2,.122,,.523,9.6,48.6,.215

2022-12-13,@,Wichita State,L,48,71,67.6,100.0,71.1,.396,.208,.421,54.8,47.1,2.8,17.6,,.396,27.8,21.2,.208,,.464,2.6,82.5,.086

2022-12-16,@,Tulsa,L,51,66,77.3,100.0,66.4,.489,.191,.440,60.3,70.6,18.2,3.7,,.383,26.6,43.3,.319,,.561,17.8,78.6,.035

2022-12-18,@,TCU,L,43,88,62.3,127.5,69.2,.404,.170,.384,34.9,44.4,7.2,2.3,,.383,26.3,16.7,.149,,.556,10.8,51.5,.306

2022-12-21,@,Tulane,L,63,84,82.9,110.5,76.0,.203,.322,.487,55.6,44.0,3.9,13.5,,.475,22.7,21.9,.119,,.555,10.2,90.3,.418

2023-01-02,@,Alabama State,L,61,70,87.1,100.0,70.3,.250,.217,.454,43.3,26.1,12.9,5.9,,.408,14.1,25.8,.200,,.430,16.0,62.1,.368

2023-01-04,@,Alabama A&M,L,68,75,101.5,111.9,67.1,.370,.222,.535,55.8,73.9,13.4,12.9,,.491,19.1,39.3,.278,,.608,18.0,75.0,.255

