Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA



2022-11-07,,Valley Forge,W,123,38,155.7,48.1,78.9,.253,.293,.732,68.7,52.2,20.3,17.2,,.707,8.7,44.0,.227,,.316,28.6,83.3,.035

2022-11-09,,Hampton,W,106,58,139.5,76.3,76.5,.333,.303,.693,64.9,52.5,7.9,13.5,,.689,13.6,41.4,.227,,.385,13.9,79.2,.123

2022-11-12,@,Buffalo,W,97,62,109.0,69.7,89.2,.732,.321,.643,60.7,51.7,15.7,5.9,,.580,24.9,40.7,.571,,.357,29.9,76.5,.393

2022-11-15,@,Howard,W,95,69,125.0,90.8,76.3,.141,.391,.696,68.0,34.2,17.1,2.4,,.703,19.9,47.8,.078,,.533,23.1,85.2,.066

2022-11-20,@,UNC,L,64,80,84.2,105.3,75.7,.246,.391,.415,38.5,33.3,5.3,2.8,,.399,10.5,17.8,.130,,.508,14.2,66.7,.295

2022-11-25,N,Coastal Georgia,W,100,54,128.2,69.2,78.0,.195,.299,.594,68.3,39.0,20.5,16.7,,.571,11.6,54.5,.156,,.421,27.4,83.3,.105

2022-11-26,N,South Dakota State,W,79,60,106.8,81.1,73.7,.242,.306,.571,52.5,45.2,18.9,7.4,,.565,18.8,28.6,.145,,.500,26.8,74.2,.154

2022-11-27,N,Valparaiso,L (1 OT),79,81,100.0,102.5,69.8,.778,.278,.534,43.5,36.4,10.1,4.5,,.454,14.0,24.2,.556,,.553,19.1,65.5,.121

2022-12-02,,Eastern Kentucky,W,97,80,127.6,105.3,76.3,.356,.390,.703,50.0,44.4,11.8,5.0,,.686,17.9,32.0,.271,,.507,15.3,61.5,.145

2022-12-06,@,Virginia,L,50,55,79.4,87.3,63.3,.327,.418,.393,54.5,33.3,12.7,4.2,,.336,15.9,30.8,.236,,.478,13.8,88.9,.267

2022-12-10,,Gallaudet,W,106,43,137.7,55.8,76.8,.241,.570,.602,63.2,79.5,24.7,6.5,,.589,8.3,47.5,.165,,.294,28.7,80.6,.255

2022-12-18,,LIU,W,115,79,132.2,90.8,87.2,.329,.303,.654,54.7,51.1,18.4,5.4,,.671,12.9,41.2,.171,,.552,30.1,70.0,.259

2022-12-21,@,Coppin State,L (2 OT),100,107,102.0,109.2,78.1,.358,.358,.528,58.2,35.1,14.3,16.7,,.494,16.7,35.6,.247,,.642,22.7,88.2,.500

2022-12-29,@,Georgia State,W,63,47,90.0,67.1,69.6,.615,.269,.469,50.0,33.3,14.3,2.9,,.375,15.2,36.7,.462,,.327,21.7,62.5,.200

2022-12-31,@,Marshall,W,72,66,100.0,91.7,72.5,.451,.275,.581,50.7,33.3,9.7,4.3,,.578,19.5,17.9,.255,,.444,13.1,73.2,.159

2023-01-05,,Texas State,L,62,63,95.4,96.9,65.1,.533,.267,.550,53.2,45.5,4.6,6.7,,.533,23.2,25.9,.311,,.467,8.3,74.3,.117

