Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA



2022-11-07,,Illinois-Springfield,L,77,83,102.7,110.7,75.0,.203,.507,.509,38.8,42.9,13.3,3.6,,.478,9.6,23.3,.159,,.627,21.3,66.7,.255

2022-11-11,@,Northwestern,L,46,63,69.7,95.5,65.9,.275,.275,.399,45.1,29.4,3.0,8.3,,.363,21.7,15.2,.176,,.457,10.8,71.1,.172

2022-11-14,,Purdue Northwest,W,99,73,119.3,88.0,82.9,.197,.364,.686,62.7,55.0,10.8,8.1,,.682,21.7,36.0,.136,,.492,21.4,82.4,.194

2022-11-17,@,Georgia Tech,L,50,68,66.7,90.7,74.6,.313,.358,.325,50.6,61.1,6.7,5.9,,.306,15.4,33.3,.134,,.428,10.7,73.0,.130

2022-11-22,N,Sam Houston,L,54,88,72.0,117.3,74.7,.245,.377,.456,40.0,23.8,10.7,14.6,,.434,27.1,25.0,.151,,.619,18.8,60.9,.159

2022-11-23,N,LIU,W,86,61,116.2,82.4,73.7,.246,.377,.631,58.7,51.5,8.1,5.1,,.631,16.0,29.6,.148,,.370,19.7,80.6,.480

2022-11-26,@,Northern Iowa,L,76,83,96.2,105.1,79.3,.316,.456,.580,41.8,40.0,7.6,5.0,,.526,22.5,18.5,.281,,.500,15.7,64.3,.431

2022-11-30,@,Eastern Illinois,W,90,70,126.8,98.6,70.6,.553,.532,.758,51.7,72.4,2.8,7.1,,.766,22.3,21.7,.383,,.517,12.5,71.4,.153

2022-12-02,@,Idaho,L,47,84,65.3,116.7,71.7,.259,.259,.387,43.1,33.3,15.3,7.1,,.361,19.8,17.1,.148,,.652,20.6,82.6,.196

2022-12-12,@,Gonzaga,L,67,88,97.1,127.5,68.5,.304,.393,.523,44.6,25.0,4.3,4.0,,.473,17.9,33.3,.250,,.500,5.9,54.3,.257

2022-12-17,@,VCU,L,63,90,80.8,115.4,77.9,.345,.259,.467,47.6,33.3,11.5,12.8,,.440,21.1,20.0,.207,,.591,15.8,82.1,.455

2022-12-20,,Albany (NY),L,78,83,102.6,109.2,75.5,.389,.315,.610,50.0,48.3,6.6,8.6,,.583,20.0,18.5,.278,,.563,14.3,75.8,.172

2022-12-22,@,Indiana State,W,67,57,93.1,79.2,71.8,.169,.305,.525,53.1,23.1,9.7,8.0,,.492,13.6,11.1,.153,,.417,17.8,83.8,.117

2023-01-03,@,Akron,L,51,76,73.9,110.1,69.2,.353,.294,.428,47.5,27.8,7.2,10.8,,.373,22.2,30.3,.255,,.509,15.0,69.2,.316

2023-01-07,@,Buffalo,L,62,80,89.9,115.9,69.5,.455,.291,.464,37.7,52.4,14.5,10.8,,.436,13.0,22.2,.255,,.563,16.5,54.5,.143

2023-01-10,,Central Michigan,W,73,54,101.4,75.0,71.6,.529,.353,.572,48.4,36.0,19.4,3.8,,.569,16.9,20.0,.294,,.429,27.0,73.5,.245

