Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA



2022-11-07,,UC-Davis,L,65,75,91.5,105.6,71.0,.238,.333,.463,46.3,37.5,9.9,16.7,,.429,16.6,30.8,.175,,.536,15.2,67.9,.268

2022-11-11,,Kansas State,L,54,63,78.3,91.3,68.8,.404,.383,.482,45.9,47.4,8.7,15.8,,.457,26.3,24.1,.234,,.412,17.6,65.6,.281

2022-11-15,@,UC-San Diego,L,62,64,100.0,103.2,61.6,.522,.174,.540,49.0,45.0,6.5,11.8,,.446,14.8,21.7,.457,,.491,11.6,71.4,.161

2022-11-18,,Southern,L,66,74,100.0,112.1,65.5,.523,.545,.601,54.2,68.4,6.1,19.2,,.534,25.7,32.0,.432,,.612,18.6,78.3,.286

2022-11-21,,Texas State,L,55,59,90.2,96.7,60.8,.304,.348,.522,55.6,63.2,4.9,8.1,,.489,19.8,29.2,.217,,.384,9.5,71.8,.286

2022-11-25,N,TCU,L,48,59,78.7,96.7,60.7,.462,.333,.505,49.2,37.5,8.2,10.3,,.462,25.2,18.2,.308,,.420,9.5,67.6,.214

2022-11-26,N,Clemson,L,59,67,100.0,113.6,59.3,.417,.417,.513,51.1,47.4,6.8,11.5,,.427,14.8,23.1,.375,,.616,11.9,89.5,.326

2022-11-30,,USC,L,51,66,78.5,101.5,64.8,.262,.185,.349,43.9,33.3,9.2,5.6,,.300,8.7,30.0,.185,,.490,15.6,65.4,.288

2022-12-04,@,Arizona,L,68,81,101.5,120.9,67.1,.127,.270,.509,45.3,32.1,3.0,5.1,,.476,10.7,21.9,.127,,.525,6.5,68.8,.322

2022-12-07,,Eastern Washington,L,48,50,73.8,76.9,65.4,.409,.341,.457,47.5,58.8,13.8,3.4,,.409,23.3,7.1,.273,,.433,18.8,83.9,.096

2022-12-10,,Butler,L,58,82,82.9,117.1,69.9,.206,.333,.419,45.9,27.3,2.9,2.8,,.373,10.4,21.1,.175,,.612,12.2,87.0,.190

2022-12-18,@,Santa Clara,L,62,71,89.9,102.9,69.4,.327,.388,.548,39.2,63.6,8.7,5.3,,.510,22.0,16.0,.245,,.544,20.0,61.5,.158

2022-12-21,,UT Arlington,W,73,51,117.7,82.3,62.2,.543,.152,.631,52.7,57.7,4.8,20.0,,.598,14.7,19.0,.391,,.370,15.8,73.5,.280

2022-12-29,,Utah,L,43,58,71.7,96.7,60.3,.455,.273,.402,46.9,26.7,5.0,8.8,,.364,18.3,15.6,.250,,.425,10.4,78.1,.245

2022-12-31,,Colorado,W,80,76,108.1,102.7,74.1,.400,.260,.672,62.7,34.5,5.4,15.0,,.650,25.2,35.0,.300,,.508,11.0,80.6,.136

2023-01-06,,Stanford,W,92,70,153.3,116.7,59.9,.296,.407,.747,49.0,65.6,6.7,3.0,,.741,11.5,40.9,.222,,.563,14.0,55.6,.125

2023-01-11,@,Washington State,L,51,66,83.6,108.2,60.6,.189,.377,.442,46.6,52.6,8.2,10.3,,.406,13.5,25.9,.151,,.550,17.9,64.5,.220

