Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA



2022-11-07,@,Charlotte,L,59,82,84.3,117.1,70.3,.315,.407,.475,42.4,27.3,10.0,0.0,,.435,16.2,9.1,.222,,.589,14.2,75.8,.286

2022-11-08,@,Georgetown,L (1 OT),89,99,100.0,111.2,78.9,.333,.528,.534,40.7,50.0,12.4,9.4,,.479,16.1,22.0,.278,,.528,16.5,60.0,.338

2022-11-11,,Mount St. Mary's,W,83,78,101.2,95.1,82.0,.344,.295,.585,47.8,45.2,12.2,11.4,,.574,18.4,24.1,.213,,.458,17.3,65.0,.167

2022-11-14,,Navy,W,75,68,102.7,93.2,72.8,.424,.475,.529,45.5,43.5,16.4,4.8,,.475,13.4,24.3,.322,,.564,24.8,72.4,.109

2022-11-17,@,Tennessee Tech,W (1 OT),90,85,104.7,98.8,76.1,.254,.508,.637,52.9,67.7,10.5,5.4,,.619,21.2,18.8,.190,,.493,15.0,83.3,.211

2022-11-19,@,Marshall,L,67,86,82.7,106.2,81.1,.321,.482,.519,38.4,30.4,9.9,0.0,,.473,22.7,9.4,.250,,.481,11.3,61.0,.127

2022-11-22,@,Towson,L,67,83,104.7,129.7,64.4,.241,.466,.518,35.5,29.2,9.4,8.1,,.483,7.2,15.6,.190,,.598,11.7,56.7,.164

2022-11-25,@,Maryland,L,79,95,105.3,126.7,74.6,.451,.373,.638,41.9,53.6,10.7,2.1,,.637,19.5,22.2,.275,,.515,10.7,57.1,.368

2022-11-30,@,UMBC,L,82,109,102.5,136.3,79.6,.556,.463,.601,41.2,44.0,6.3,8.3,,.546,19.0,18.2,.426,,.625,9.6,62.9,.184

2022-12-03,@,Loyola (MD),W,74,71,102.8,98.6,72.4,.158,.386,.604,44.1,36.7,12.5,2.8,,.596,21.7,13.8,.105,,.537,17.8,73.3,.241

2022-12-06,@,NC State,L,72,94,93.5,122.1,77.0,.364,.409,.465,48.7,40.0,6.5,2.5,,.424,15.3,33.3,.242,,.616,13.5,66.7,.130

2022-12-11,@,East Carolina,L,75,84,110.3,123.5,68.2,.296,.352,.609,42.9,51.9,14.7,5.3,,.583,16.3,25.9,.222,,.571,14.7,58.6,.357

2022-12-13,@,George Washington,L,71,83,102.9,120.3,68.9,.175,.421,.575,32.8,24.1,13.0,6.7,,.579,12.7,6.9,.088,,.541,15.7,56.3,.279

2022-12-21,,James Madison,W (2 OT),107,100,109.2,102.0,78.1,.650,.600,.681,41.8,41.9,13.3,11.5,,.642,22.7,11.8,.500,,.494,16.7,64.4,.247

2022-12-23,@,George Mason,L,53,91,69.7,119.7,76.0,.456,.351,.382,35.6,29.4,10.5,16.1,,.325,12.6,11.9,.281,,.603,18.3,67.7,.238

2022-12-28,@,Richmond,L,65,83,94.2,120.3,69.1,.241,.407,.540,45.9,33.3,5.8,0.0,,.519,17.8,12.5,.167,,.602,10.9,82.8,.333

