Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA



2022-11-07,@,Texas A&M,L,54,87,69.2,111.5,78.4,.475,.339,.373,42.9,37.5,12.8,10.8,,.288,18.1,18.6,.339,,.603,16.4,73.5,.175

2022-11-10,,Dallas Christian,W,111,59,152.1,80.8,73.2,.160,.407,.637,73.4,72.7,21.9,11.8,,.630,13.8,70.3,.111,,.490,25.9,77.8,.154

2022-11-14,,Central Baptist,W,105,56,136.4,72.7,77.2,.459,.295,.707,70.3,44.7,10.4,8.1,,.680,14.9,47.8,.361,,.354,16.4,82.9,.154

2022-11-17,@,TCU,L,60,95,75.0,118.8,80.3,.273,.318,.402,40.0,30.0,10.0,13.6,,.348,17.7,25.0,.212,,.609,18.0,64.0,.266

2022-11-21,@,Louisiana Tech,L,58,79,78.4,106.8,73.8,.255,.491,.470,33.3,70.0,16.2,8.8,,.464,23.6,18.2,.127,,.544,23.2,51.9,.298

2022-11-25,N,Omaha,L,56,63,87.5,98.4,64.4,.129,.355,.426,51.9,54.5,15.6,10.3,,.411,14.3,37.5,.081,,.535,24.6,75.0,.395

2022-11-26,N,Loyola (MD),L,64,65,103.2,104.8,62.5,.288,.231,.541,53.7,57.7,6.5,6.3,,.519,16.9,29.2,.192,,.536,14.5,73.3,.089

2022-11-28,@,Tulane,L,60,75,89.6,111.9,67.2,.193,.404,.482,54.0,86.4,4.5,11.5,,.456,17.3,26.5,.140,,.571,12.5,86.2,.196

2022-12-03,,Champion Christian,W,101,46,129.5,59.0,77.6,.310,.268,.620,63.1,71.1,17.9,9.1,,.599,12.8,46.7,.225,,.339,27.5,77.1,.143

2022-12-10,@,Northwestern State,L,73,91,101.4,126.4,71.7,.804,.348,.574,48.6,45.0,5.6,16.7,,.500,21.1,41.4,.587,,.513,8.4,53.5,.187

2022-12-14,,Sam Houston,L,53,79,77.9,116.2,67.6,.512,.326,.496,29.8,41.2,17.6,5.6,,.453,24.1,10.7,.326,,.600,20.6,48.3,.117

2022-12-17,,Lamar,W,83,59,116.9,83.1,70.7,.259,.397,.637,49.2,84.4,11.3,12.5,,.638,16.6,26.9,.155,,.402,16.6,64.1,.091

2022-12-20,,Jacksonville,L,55,66,80.9,97.1,67.7,.286,.446,.432,43.8,52.6,10.3,18.5,,.384,14.7,17.1,.214,,.509,17.6,75.9,.161

2022-12-29,@,Texas State,W,57,53,93.4,86.9,60.9,.608,.275,.434,49.3,53.3,9.8,10.8,,.333,12.0,35.1,.451,,.339,11.0,63.9,.268

2022-12-31,@,Arkansas State,W,84,72,129.2,110.8,64.5,.316,.368,.641,54.5,45.2,9.2,10.0,,.649,14.4,41.4,.175,,.559,16.6,69.2,.294

2023-01-05,,Georgia State,W,66,58,100.0,87.9,66.4,.175,.349,.484,42.9,50.0,10.6,14.3,,.468,5.5,17.6,.111,,.396,20.3,72.4,.417

