Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA



2022-11-08,,Mercer,W,77,75,111.6,108.7,69.5,.362,.500,.566,51.9,51.9,7.2,4.8,,.552,16.1,37.5,.224,,.554,14.1,63.3,.232

2022-11-12,,Presbyterian,W,77,57,105.5,78.1,72.9,.491,.509,.568,53.0,60.9,11.0,7.7,,.518,19.1,33.3,.364,,.375,19.1,66.7,.268

2022-11-16,,Hampton,W,82,73,106.5,94.8,77.5,.400,.508,.530,55.6,57.7,13.0,7.0,,.477,13.4,32.4,.308,,.500,18.9,80.0,.197

2022-11-21,N,Indiana State,L,75,79,96.2,101.3,78.6,.731,.423,.535,58.1,27.3,9.0,9.4,,.490,19.5,30.0,.462,,.492,13.2,84.4,.333

2022-11-22,N,Toledo,W,86,75,121.1,105.6,70.5,.373,.424,.619,60.3,53.6,8.5,8.9,,.576,14.7,42.3,.305,,.492,11.5,75.0,.246

2022-11-23,N,UT Arlington,W,79,65,117.9,97.0,67.3,.386,.474,.586,55.6,57.7,6.0,5.0,,.535,10.6,33.3,.316,,.449,13.0,75.8,.203

2022-11-26,@,Old Dominion,L,50,71,73.5,104.4,68.2,.373,.549,.416,47.8,50.0,7.4,3.8,,.373,20.0,24.2,.235,,.482,13.9,70.6,.281

2022-11-29,,South Carolina State,L,68,73,100.0,107.4,68.0,.138,.379,.550,48.3,77.8,2.9,6.8,,.526,16.3,19.2,.121,,.532,11.8,71.9,.095

2022-12-02,,Campbell,W,79,69,112.9,98.6,70.0,.304,.482,.616,58.1,76.9,4.3,14.3,,.571,16.9,26.7,.268,,.500,10.8,87.5,.150

2022-12-06,@,UNC Wilmington,L,61,74,95.3,115.6,63.7,.424,.237,.430,45.2,33.3,9.4,3.2,,.424,11.3,40.5,.186,,.558,18.8,52.0,.605

2022-12-11,,Coppin State,W,84,75,123.5,110.3,68.2,.518,.321,.602,57.1,63.3,10.3,8.6,,.571,14.7,41.4,.357,,.583,16.3,74.1,.222

2022-12-17,N,South Carolina,W,64,56,104.9,91.8,61.3,.455,.500,.598,44.4,63.6,14.8,3.2,,.602,17.1,17.4,.250,,.436,16.4,64.5,.145

2022-12-21,,High Point,W,60,49,76.9,62.8,77.8,.227,.373,.361,55.6,60.9,15.4,10.3,,.347,15.3,38.9,.107,,.281,16.8,75.6,.203

2022-12-28,,Temple,L,57,59,82.6,85.5,69.1,.593,.356,.377,54.1,50.0,11.6,0.0,,.314,12.7,35.4,.339,,.427,17.0,78.4,.218

2022-12-31,@,Wichita State,W,79,69,121.5,106.2,64.6,.393,.446,.594,52.4,60.0,10.8,7.7,,.536,10.7,39.3,.339,,.500,14.0,62.9,.095

2023-01-04,,UCF,L,61,64,92.4,97.0,65.5,.386,.474,.452,43.3,65.0,9.1,5.6,,.421,11.8,27.8,.228,,.480,17.9,66.7,.294

